iso3,scenario,group,pyp,pyplb,pypub,maxpyp,bestlabel,wrap_lbl,iso_a2,lifespan,bestq,target,country
COG,107,1,90404613.97092499,81560381.885006,38612681.73785206,90404613.97092499,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CG,2.91,1,80,Congo - Brazzaville
COG,213,2,87037975.53736433,74105954.4882041,96724222.69573058,105959640.04384011,"Annual CD 
at pop x 13%",Annual CD at pop x 13%,CG,2.91,1,80,Congo - Brazzaville
COG,304,3,92266613.09372148,84440856.39569916,39346571.143580645,97414029.53460939,"CD between campaigns 
at pop x 4%","CD between campaigns at
pop x 4%",CG,2.91,1,80,Congo - Brazzaville
COG,415,4,93469921.05772462,57282160.28496758,39943449.6069536,98231350.88745745,"Mass campaign (pop/1.5) 
every 3 years","Mass campaign (pop/1.5)
every 3 years",CG,2.91,1,80,Congo - Brazzaville
COG,520,5,104630202.77747977,62152405.76574287,15377789.821778564,108280486.02904388,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",CG,2.91,1,80,Congo - Brazzaville
COG,607,6,105989810.83479515,53914579.952786945,9608203.157702025,106486544.502199,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CG,2.91,1,80,Congo - Brazzaville
COM,107,1,11250361.454970285,9845153.84656309,12265655.089809744,11250361.454970285,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",KM,2.13,1,80,Comoros
COM,219,2,11865004.205182495,10513822.102245178,12985782.275319446,15587009.27656242,"Annual CD 
at pop x 19%",Annual CD at pop x 19%,KM,2.13,1,80,Comoros
COM,310,3,12875657.146029359,11322304.598498622,9291505.14453743,13569717.428871231,"CD between campaigns 
at pop x 10%","CD between campaigns at
pop x 10%",KM,2.13,1,80,Comoros
COM,410,4,12742704.502556533,7743261.650544444,3807588.9881450655,13563391.58340378,"Mass campaign (pop/1) 
every 3 years","Mass campaign (pop/1)
every 3 years",KM,2.13,1,80,Comoros
COM,520,5,13942546.373593519,12247144.295181198,8425158.504966965,15107520.023690263,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",KM,2.13,1,80,Comoros
COM,607,6,13977887.941877136,13361862.099377591,8145109.286343613,13977887.941877136,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",KM,2.13,1,80,Comoros
DJI,107,1,9775995.391051073,9086104.19616129,10655263.975271741,9775995.391051073,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",DJ,1.05,1,80,Djibouti
DJI,235,2,14971881.657962264,14163385.932909014,16111544.922420617,18779497.754847948,"Annual CD 
at pop x 35%",Annual CD at pop x 35%,DJ,1.05,1,80,Djibouti
DJI,335,3,15729201.809545804,14819986.79353327,16577900.70261654,16536768.724917201,"CD between campaigns 
at pop x 35%","CD between campaigns at
pop x 35%",DJ,1.05,1,80,Djibouti
DJI,401,4,16686947.9625395,3678447.6718421364,237979.41352893828,16686947.9625395,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",DJ,1.05,1,80,Djibouti
DJI,509,5,17734293.551443554,7581097.315225219,8877873.002647782,20479851.61159546,"Mass campaign (pop/0.9) 
every 2 years","Mass campaign (pop/0.9)
every 2 years",DJ,1.05,1,80,Djibouti
DJI,607,6,13563810.042565802,12767085.183427429,14718447.621735916,13563810.042565802,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",DJ,1.05,1,80,Djibouti
ERI,107,1,56008557.931039155,48005121.93656487,23887276.588347856,56008557.931039155,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ER,3.01,1,80,Eritrea
ERI,210,2,53899385.85506371,41727382.566053964,57390203.849637985,64324417.01426971,"Annual CD 
at pop x 10%",Annual CD at pop x 10%,ER,3.01,1,80,Eritrea
ERI,300,3,55249955.75604198,47044473.13416661,23385018.696577527,59197029.77199787,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",ER,3.01,1,80,Eritrea
ERI,420,4,54026610.51832188,45479040.19376186,39693850.070063025,59640556.621968575,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",ER,3.01,1,80,Eritrea
ERI,520,5,63437788.14811265,56520366.937390976,9727926.512039261,65623073,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",ER,3.01,1,80,Eritrea
ERI,607,6,64500559.128342666,58716077.31462974,6222294.89525055,64500559.128342666,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ER,3.01,1,80,Eritrea
ETH,107,1,1309104450.6187549,1184845470.6058254,1452998088.6209455,1309104450.6187549,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ET,1.33,1,80,Ethiopia
ETH,229,2,1766566663.2433996,1610040446.8514628,1933973861.145155,2396669421.11841,"Annual CD 
at pop x 29%",Annual CD at pop x 29%,ET,1.33,1,80,Ethiopia
ETH,327,3,1921151558.2562485,1741408812.9788513,2053686051.4131112,2142072037.133232,"CD between campaigns 
at pop x 27%","CD between campaigns at
pop x 27%",ET,1.33,1,80,Ethiopia
ETH,403,4,1981505497.6530175,393113683.6170335,678405882.7746133,2047973699.088328,"Mass campaign (pop/0.3) 
every 3 years","Mass campaign (pop/0.3)
every 3 years",ET,1.33,1,80,Ethiopia
ETH,512,5,2074469812.6053534,966037645.0222523,1171853377.545322,2374907180.8825006,"Mass campaign (pop/1.2) 
every 2 years","Mass campaign (pop/1.2)
every 2 years",ET,1.33,1,80,Ethiopia
ETH,607,6,1802486611.269391,1628972773.4008143,1958660695.6747527,1802486611.269391,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ET,1.33,1,80,Ethiopia
GAB,107,1,36816483.974245936,34086759.38768914,15416868.921084728,36816483.974245936,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GA,3.34,1,80,Gabon
GAB,213,2,35985913.98811905,31299592.36570992,38557827.47511688,41386101.42341591,"Annual CD 
at pop x 13%",Annual CD at pop x 13%,GA,3.34,1,80,Gabon
GAB,300,3,36105861.09014346,33032634.104654815,14938826.282925557,38177328.725358,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",GA,3.34,1,80,Gabon
GAB,415,4,37225414.12624477,24069667.74203649,15971200.41547675,38489131.06495143,"Mass campaign (pop/1.5) 
every 3 years","Mass campaign (pop/1.5)
every 3 years",GA,3.34,1,80,Gabon
GAB,520,5,41298599.39395752,23336799.07148865,6173985.082614517,42518548.127124935,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",GA,3.34,1,80,Gabon
GAB,607,6,41574835.565395206,22569719.662803493,3858706.8021203615,41574835.565395206,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GA,3.34,1,80,Gabon
GHA,107,1,385868335.32448906,358209665.9359535,422457423.40334195,385868335.32448906,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GH,1.78,1,80,Ghana
GHA,225,2,468777926.34485525,439032952.7201109,508991780.0815724,571661418.6552131,"Annual CD 
at pop x 25%",Annual CD at pop x 25%,GH,1.78,1,80,Ghana
GHA,320,3,492597351.4880223,463049180.4792367,364764939.33151513,530340391.5266412,"CD between campaigns 
at pop x 20%","CD between campaigns at
pop x 20%",GH,1.78,1,80,Ghana
GHA,406,4,519058087.4651894,125518993.74926588,157325446.38186428,536445083.2287606,"Mass campaign (pop/0.6) 
every 3 years","Mass campaign (pop/0.6)
every 3 years",GH,1.78,1,80,Ghana
GHA,516,5,527396534.92785686,504194279.11140484,287396294.86057436,595260548.9216154,"Mass campaign (pop/1.6) 
every 2 years","Mass campaign (pop/1.6)
every 2 years",GH,1.78,1,80,Ghana
GHA,607,6,516011249.3236902,479827950.6773185,554890155.3942864,516011249.3236902,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GH,1.78,1,80,Ghana
GIN,107,1,172992809.83303663,152456515.7071281,187418083.11953074,172992809.83303663,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GN,1.51,1,80,Guinea
GIN,221,2,200439537.38339776,178467098.59468815,213999149.20970327,244520405.8291825,"Annual CD 
at pop x 21%",Annual CD at pop x 21%,GN,1.51,1,80,Guinea
GIN,316,3,202523361.34797013,185593504.49842924,212215426.6930186,226118291.11795455,"CD between campaigns 
at pop x 16%","CD between campaigns at
pop x 16%",GN,1.51,1,80,Guinea
GIN,406,4,218649937.3016291,41842543.93840225,63713822.600538425,229722783.0470295,"Mass campaign (pop/0.6) 
every 3 years","Mass campaign (pop/0.6)
every 3 years",GN,1.51,1,80,Guinea
GIN,518,5,216591943.51422185,195946183.57177272,227863410.55968076,252230238,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GN,1.51,1,80,Guinea
GIN,607,6,219472711.13979852,199253238.02295634,230157915.9344724,219472711.13979852,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GN,1.51,1,80,Guinea
GMB,107,1,34886545.14050826,31101363.38683371,37662677.800969526,34886545.14050826,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GM,1.62,1,80,Gambia
GMB,220,2,39776815.72996437,35519339.3092511,42031408.05679473,48036377.96985115,"Annual CD 
at pop x 20%",Annual CD at pop x 20%,GM,1.62,1,80,Gambia
GMB,314,3,40002797.080879636,36704541.577474296,41640641.34904753,44666625.51833882,"CD between campaigns 
at pop x 14%","CD between campaigns at
pop x 14%",GM,1.62,1,80,Gambia
GMB,407,4,43034556.797110185,8884593.88077119,12359201.709562816,45106157.697317705,"Mass campaign (pop/0.7) 
every 3 years","Mass campaign (pop/0.7)
every 3 years",GM,1.62,1,80,Gambia
GMB,519,5,42602875.46471519,38904955.84300743,44604761.195896156,49452022,"Mass campaign (pop/1.9) 
every 2 years","Mass campaign (pop/1.9)
every 2 years",GM,1.62,1,80,Gambia
GMB,607,6,43832810.33984443,40371392.74403084,45650266.63978753,43832810.33984443,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GM,1.62,1,80,Gambia
GNB,107,1,24756250.169464417,19935712.45467829,30307123.801222797,24756250.169464417,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GW,1.38,1,80,Guinea-Bissau
GNB,223,2,30275840.825503845,25160216.895992626,34089005.44529343,36575338.9136792,"Annual CD 
at pop x 23%",Annual CD at pop x 23%,GW,1.38,1,80,Guinea-Bissau
GNB,319,3,30281371.111036643,26494728.399722576,13697380.974766273,33496051.63824642,"CD between campaigns 
at pop x 19%","CD between campaigns at
pop x 19%",GW,1.38,1,80,Guinea-Bissau
GNB,404,4,33026335.942103233,3856910.8153697774,736051.9618530655,34443067.627028316,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",GW,1.38,1,80,Guinea-Bissau
GNB,516,5,33023839.04309051,27973222.28829376,19590396.143595506,37874898,"Mass campaign (pop/1.6) 
every 2 years","Mass campaign (pop/1.6)
every 2 years",GW,1.38,1,80,Guinea-Bissau
GNB,607,6,32064173.61049584,27060520.57959045,19214413.291279145,32064173.61049584,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GW,1.38,1,80,Guinea-Bissau
GNQ,107,1,26890296.97561271,18456045.653091747,11372305.074087506,27382385.113681685,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",GQ,3.59,1,80,Equatorial Guinea
GNQ,211,2,25148096.893751524,23268989.235301975,26582402.776278306,31543661.663566202,"Annual CD 
at pop x 11%",Annual CD at pop x 11%,GQ,3.59,1,80,Equatorial Guinea
GNQ,301,3,26929296.61463772,18161777.177861907,11141307.797075188,27775296.82428578,"CD between campaigns 
at pop x 1%","CD between campaigns at
pop x 1%",GQ,3.59,1,80,Equatorial Guinea
GNQ,417,4,26784174.243844572,18390589.30398739,11245850.279344855,28080037.73088467,"Mass campaign (pop/1.7) 
every 3 years","Mass campaign (pop/1.7)
every 3 years",GQ,3.59,1,80,Equatorial Guinea
GNQ,520,5,29672309.28278801,4008634.722189865,4388162.031565781,30725402.08218918,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",GQ,3.59,1,80,Equatorial Guinea
GNQ,607,6,29725674.12244644,2477041.5823696135,2674790.298492508,29725674.12244644,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",GQ,3.59,1,80,Equatorial Guinea
KEN,107,1,711063734.2079906,637110020.2991211,792867784.539216,711063734.2079906,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",KE,2.26,1,80,Kenya
KEN,220,2,770723365.3563046,696919071.8299855,860905980.4582764,930136727.0750911,"Annual CD 
at pop x 20%",Annual CD at pop x 20%,KE,2.26,1,80,Kenya
KEN,313,3,814787336.6854869,751411379.5810806,346405556.34277797,862806842.6886709,"CD between campaigns 
at pop x 13%","CD between campaigns at
pop x 13%",KE,2.26,1,80,Kenya
KEN,410,4,831896826.7125225,240507138.34026873,250610079.51642033,872675377.5704558,"Mass campaign (pop/1) 
every 3 years","Mass campaign (pop/1)
every 3 years",KE,2.26,1,80,Kenya
KEN,520,5,867298144.5883187,783553973.0947763,543990375.6277915,965598471.7113342,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",KE,2.26,1,80,Kenya
KEN,607,6,895959867.3928261,474163952.1665244,525736032.23010427,895959867.3928261,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",KE,2.26,1,80,Kenya
LBR,107,1,48928373.807184316,45690548.936812624,52106152.51947268,48928373.807184316,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",LR,1.03,1,80,Liberia
LBR,236,2,75426238.86288491,72431942.89900942,78725952.83828758,87295458.22869903,"Annual CD 
at pop x 36%",Annual CD at pop x 36%,LR,1.03,1,80,Liberia
LBR,335,3,75548676.75231491,73137050.62071145,78341314.7972683,78174200.6352433,"CD between campaigns 
at pop x 35%","CD between campaigns at
pop x 35%",LR,1.03,1,80,Liberia
LBR,509,5,86928251.35058594,37863523.5517276,41694178.792852774,95696858,"Mass campaign (pop/0.9) 
every 2 years","Mass campaign (pop/0.9)
every 2 years",LR,1.03,1,80,Liberia
LBR,607,6,67004233.24643494,63770559.67322708,71205238.03936522,67004233.24643494,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",LR,1.03,1,80,Liberia
MDG,107,1,358345257.7409337,323777445.8371886,389595627.65714306,358345257.7409337,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",MG,1.65,1,80,Madagascar
MDG,224,2,430524808.3949482,392849204.5934211,458562611.4368345,525944634.6497204,"Annual CD 
at pop x 24%",Annual CD at pop x 24%,MG,1.65,1,80,Madagascar
MDG,319,3,445513952.2616818,415716843.7804678,471558412.5969787,487038682.9503701,"CD between campaigns 
at pop x 19%","CD between campaigns at
pop x 19%",MG,1.65,1,80,Madagascar
MDG,406,4,468464738.83838993,101919303.00217712,137199292.39898127,493057326.09091276,"Mass campaign (pop/0.6) 
every 3 years","Mass campaign (pop/0.6)
every 3 years",MG,1.65,1,80,Madagascar
MDG,516,5,487780126.8012907,452345880.8132386,262097479.29679218,542585808.9271022,"Mass campaign (pop/1.6) 
every 2 years","Mass campaign (pop/1.6)
every 2 years",MG,1.65,1,80,Madagascar
MDG,607,6,469248540.75700015,431874090.8861062,498631117.43890077,469248540.75700015,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",MG,1.65,1,80,Madagascar
MLI,107,1,364621784.26540333,340937072.130468,260148556.1747001,364621784.26540333,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ML,2.81,1,80,Mali
MLI,211,2,351221771.00121266,315961998.15733576,366957161.20174116,421137547.63200456,"Annual CD 
at pop x 11%",Annual CD at pop x 11%,ML,2.81,1,80,Mali
MLI,300,3,359300158.4833805,333664563.3113098,256006941.78343943,391058970.0041376,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",ML,2.81,1,80,Mali
MLI,418,4,359300158.4833805,333664563.3113098,256006941.78343943,393779050.557789,"Mass campaign (pop/1.8) 
every 3 years","Mass campaign (pop/1.8)
every 3 years",ML,2.81,1,80,Mali
MLI,520,5,410585496.6124981,227437424.04734102,228658264.7672461,429722120,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",ML,2.81,1,80,Mali
MLI,607,6,422356014.3886751,214792558.62809142,60297427.97159523,422356014.3886751,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ML,2.81,1,80,Mali
MOZ,107,1,366569086.3315495,328811011.0484123,405986747.4529794,366569086.3315495,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",MZ,1.34,1,80,Mozambique
MOZ,228,2,482132847.37963605,438269350.9972813,517682942.4803125,602419999.9640616,"Annual CD 
at pop x 28%",Annual CD at pop x 28%,MZ,1.34,1,80,Mozambique
MOZ,326,3,500558502.44725245,467655219.22826123,532244203.64416957,549029697.5211979,"CD between campaigns 
at pop x 26%","CD between campaigns at
pop x 26%",MZ,1.34,1,80,Mozambique
MOZ,403,4,539182792.3659993,112575281.75065482,7820319.860673476,559756638.2401996,"Mass campaign (pop/0.3) 
every 3 years","Mass campaign (pop/0.3)
every 3 years",MZ,1.34,1,80,Mozambique
MOZ,513,5,552259850.9984732,527386849.34456944,301264543.38111305,619194793.5583593,"Mass campaign (pop/1.3) 
every 2 years","Mass campaign (pop/1.3)
every 2 years",MZ,1.34,1,80,Mozambique
MOZ,607,6,486926663.3383072,446931533.0456858,531596203.6294121,486926663.3383072,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",MZ,1.34,1,80,Mozambique
MRT,107,1,50569951.72660019,46420622.72568379,54183972.283708155,50569951.72660019,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",MR,1.07,1,80,Mauritania
MRT,229,2,69881783.92776734,65607957.26690124,72964465.68611129,80800395.0417922,"Annual CD 
at pop x 29%",Annual CD at pop x 29%,MR,1.07,1,80,Mauritania
MRT,327,3,69451378.8337767,66038451.238488235,71933937.35583694,73623064.7822985,"CD between campaigns 
at pop x 27%","CD between campaigns at
pop x 27%",MR,1.07,1,80,Mauritania
MRT,401,4,77989650.61675689,18823465.911464464,1572565.3999427794,77989650.61675689,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",MR,1.07,1,80,Mauritania
MRT,511,5,80182089.22331025,38361861.48905121,42926472.93803764,87937235,"Mass campaign (pop/1.1) 
every 2 years","Mass campaign (pop/1.1)
every 2 years",MR,1.07,1,80,Mauritania
MRT,607,6,67260895.43872748,62803883.67634726,71186162.91160859,67260895.43872748,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",MR,1.07,1,80,Mauritania
MWI,107,1,221904068.3934733,200947421.71001166,243184431.3169732,221904068.3934733,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",MW,1.33,1,80,Malawi
MWI,229,2,297302295.3598945,274133345.856535,316887573.511804,368352590.9829534,"Annual CD 
at pop x 29%",Annual CD at pop x 29%,MW,1.33,1,80,Malawi
MWI,326,3,304824036.0183042,286516474.34288394,321654304.17434067,335041216.68594575,"CD between campaigns 
at pop x 26%","CD between campaigns at
pop x 26%",MW,1.33,1,80,Malawi
MWI,403,4,328819316.6676426,69041448.64066401,101765908.8364402,342001856.204653,"Mass campaign (pop/0.3) 
every 3 years","Mass campaign (pop/0.3)
every 3 years",MW,1.33,1,80,Malawi
MWI,512,5,343517388.83188665,163009528.67443374,187877419.54053807,378191590.41386306,"Mass campaign (pop/1.2) 
every 2 years","Mass campaign (pop/1.2)
every 2 years",MW,1.33,1,80,Malawi
MWI,607,6,297736099.0205683,273747842.8323499,321373155.09030825,297736099.0205683,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",MW,1.33,1,80,Malawi
NER,107,1,477089023.2935371,311727351.3094938,186941241.28604212,477089023.2935371,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",NE,3.5,1,80,Niger
NER,209,2,388033528.36568683,361776327.7022563,418742272.60238194,542767290.5612895,"Annual CD 
at pop x 9%",Annual CD at pop x 9%,NE,3.5,1,80,Niger
NER,300,3,464079194.2487732,300065317.9936985,341154064.05843556,482223743.6437752,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",NE,3.5,1,80,Niger
NER,420,4,449414922.1917387,434186971.8690038,323720208.74719775,487840089.0199947,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",NE,3.5,1,80,Niger
NER,520,5,508795259.244799,292269052.99656844,67653195.92147309,525408240.70576936,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",NE,3.5,1,80,Niger
NER,607,6,510308342.5975519,67656611.28892387,41059187.81130913,511972010.58290297,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",NE,3.5,1,80,Niger
NGA,107,1,3110151751.4673977,2821527748.363888,3366523830.9390244,3110151751.4673977,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",NG,2.22,1,80,Nigeria
NGA,218,2,3181545743.223516,2913157631.1772227,3474667775.4215555,4221027653.7227154,"Annual CD 
at pop x 18%",Annual CD at pop x 18%,NG,2.22,1,80,Nigeria
NGA,309,3,3398992702.741569,3177913307.165826,2509491003.0952477,3694192275.6034865,"CD between campaigns 
at pop x 9%","CD between campaigns at
pop x 9%",NG,2.22,1,80,Nigeria
NGA,411,4,3456183637.6214337,2111151001.4222507,1248344843.8984814,3720506223.892551,"Mass campaign (pop/1.1) 
every 3 years","Mass campaign (pop/1.1)
every 3 years",NG,2.22,1,80,Nigeria
NGA,520,5,3853563919.7386894,3477937509.0350227,2291657167.595866,4139225688.2786217,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",NG,2.22,1,80,Nigeria
NGA,607,6,3827368133.5664024,2093919962.1458962,2233552830.915014,3827368133.5664024,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",NG,2.22,1,80,Nigeria
RWA,107,1,162124666.4562532,149390636.130943,174185360.0989636,162124666.4562532,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",RW,1.59,1,80,Rwanda
RWA,225,2,198474989.05825981,185861521.2001373,210083265.4947718,242094841.93580583,"Annual CD 
at pop x 25%",Annual CD at pop x 25%,RW,1.59,1,80,Rwanda
RWA,320,3,204105474.66173702,193719294.61328384,214054924.88634455,224552887.4280791,"CD between campaigns 
at pop x 20%","CD between campaigns at
pop x 20%",RW,1.59,1,80,Rwanda
RWA,406,4,213614214.53143397,47148448.294982366,60222139.39843447,225546660.24439874,"Mass campaign (pop/0.6) 
every 3 years","Mass campaign (pop/0.6)
every 3 years",RW,1.59,1,80,Rwanda
RWA,515,5,224648130.28461778,217110571.28636897,120977621.40550461,249080235,"Mass campaign (pop/1.5) 
every 2 years","Mass campaign (pop/1.5)
every 2 years",RW,1.59,1,80,Rwanda
RWA,607,6,213382498.25351548,199181678.20210522,224923076.6819277,213382498.25351548,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",RW,1.59,1,80,Rwanda
SDN,107,1,738037365.2068342,627411235.458294,320093070.375731,738037365.2068342,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SD,2.91,1,80,Sudan
SDN,214,2,708103924.535405,576552015.1014748,824904353.3738554,913554669.8258799,"Annual CD 
at pop x 14%",Annual CD at pop x 14%,SD,2.91,1,80,Sudan
SDN,301,3,729408157.3184795,619489174.555293,313841176.7435865,794799196.3655479,"CD between campaigns 
at pop x 1%","CD between campaigns at
pop x 1%",SD,2.91,1,80,Sudan
SDN,415,4,773165611.096006,677863874.6318555,337858728.32829803,792707123.776731,"Mass campaign (pop/1.5) 
every 3 years","Mass campaign (pop/1.5)
every 3 years",SD,2.91,1,80,Sudan
SDN,520,5,862180791.775338,774201414.4694753,122289237.42080092,879125740.2651621,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",SD,2.91,1,80,Sudan
SDN,607,6,847883422.1414073,466163607.12614906,74600019.33908492,883160827.1550025,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SD,2.91,1,80,Sudan
SEN,107,1,206877135.11162484,188335546.4260119,222238350.33518314,206877135.11162484,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SN,1.35,1,80,Senegal
SEN,224,2,256852586.0778142,236645958.0420703,268096782.3771004,308457361.97070235,"Annual CD 
at pop x 24%",Annual CD at pop x 24%,SN,1.35,1,80,Senegal
SEN,320,3,256352882.47261745,239779030.4167325,265053295.44073632,282112727.45532966,"CD between campaigns 
at pop x 20%","CD between campaigns at
pop x 20%",SN,1.35,1,80,Senegal
SEN,404,4,278157569.1309128,58557279.89663383,80188822.21076287,291373362.93552285,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",SN,1.35,1,80,Senegal
SEN,515,5,282228279.51154083,262516444.99371833,291599413.8856526,319415264,"Mass campaign (pop/1.5) 
every 2 years","Mass campaign (pop/1.5)
every 2 years",SN,1.35,1,80,Senegal
SEN,607,6,267160905.5341338,248005500.28304377,281240634.0933619,267160905.5341338,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SN,1.35,1,80,Senegal
SLE,107,1,94920627.36791295,85339570.83780928,104794941.42759044,94920627.36791295,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SL,1.47,1,80,Sierra Leone
SLE,227,2,121939481.95250222,111260842.07299975,133293874.78357172,162915408.08547312,"Annual CD 
at pop x 27%",Annual CD at pop x 27%,SL,1.47,1,80,Sierra Leone
SLE,323,3,131601367.40375641,118891778.48469755,140765047.8397301,144809076.5611424,"CD between campaigns 
at pop x 23%","CD between campaigns at
pop x 23%",SL,1.47,1,80,Sierra Leone
SLE,404,4,135938073.17223656,28843959.55484686,45475466.65003743,143996847.6670143,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",SL,1.47,1,80,Sierra Leone
SLE,514,5,138986774.0705143,134904618.3197439,77415902.97955346,161702041.09181467,"Mass campaign (pop/1.4) 
every 2 years","Mass campaign (pop/1.4)
every 2 years",SL,1.47,1,80,Sierra Leone
SLE,607,6,129853871.24083138,116733389.38661584,140455642.05054587,129853871.24083138,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SL,1.47,1,80,Sierra Leone
SOM,107,1,270398264.71153384,179504354.87671113,118235940.6467763,270398264.71153384,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SO,2.35,1,80,Somalia
